cpg index	Gene Symbol
cg01437411	ATN1
cg01438829	TMEM97
cg01439669	ENC1
cg01439983	PEX13
cg01441777	CSNK1E
cg01442481	RALY
cg01442799	YAP1
cg01442833	UNG
cg01443067	USP8
cg01443452	GAPDHS
cg01443630	CLCN7
cg01446393	FAM107A
cg01446692	CER1
cg01446983	SPOP
cg01449415	ZNF213
cg01450842	SALF
cg01454004	SLC17A5
cg01454134	GALP
cg01457080	ANGEL1
cg01457653	FBXL8
cg01459162	PADI3
cg01459453	SELP
cg01461641	TMEM63A
cg01462829	HS3ST1
cg01462904	CCDC12
cg01464985	ZNF512
cg01465325	ERCC6
cg01465620	ACVR2B
cg01465641	ITSN1
cg01466075	SERP1
cg01468621	BRSK2
cg01468868	LIF
cg01469547	OR5P3
cg01470283	SCAND1
cg01471384	DKK2
cg01471713	C1orf115
cg01472101	CLEC10A
cg01473816	ELF5
cg01478450	SLC29A3
cg01479232	C20orf54
cg01481441	KIAA0152
cg01481976	POLE3
cg01482279	ORMDL3
cg01483882	TP53INP2
cg01485645	MLLT6
cg01488147	PEG10
cg01489608	LCAT
cg01491225	ZCCHC9
cg01491540	SSH2
cg01492649	FLJ22104
cg01493303	GRWD1
cg01493517	HOM-TES-103
cg01494593	ACOXL
cg01495509	KCNMB1
cg01497501	ZFAND2A
cg01497527	ANKDD1A
cg01497576	SLC24A5
cg01498098	SACS
cg01500097	KIAA0274
cg01500140	LIM2
cg01500421	HARSL
cg01500567	CDC5L
cg01505176	VARS
cg01505590	PHLDA2
cg01507173	IL1F5
cg01508386	SCYL1BP1
cg01510051	ZNF542
cg01511567	SSRP1
cg01512854	PCDHB3
cg01513611	NDUFA11
cg01513661	SAPS2
cg01514487	MYO1A
cg01515426	ANAPC11
cg01517033	WFDC3
cg01519742	JAKMIP1
cg01520924	HSPA2
cg01522721	CDC37
cg01525376	LCK
cg01526089	P2RX1
cg01530101	KCNQ1DN
cg01531431	C20orf149
cg01532080	SSBP4
cg01532103	BSG
cg01532771	CLEC4M
cg01533387	IFI30
cg01535453	ACADS
cg01536400	NDUFA8
cg01536980	EEF1A1
cg01538982	CCDC51
cg01539186	ZNF336
cg01541443	Ells1
cg01541629	NSUN2
cg01543654	PRAC
cg01545079	CPNE6
cg01545242	ASF1B
cg01546430	ITK
cg01546563	GATA4
cg01550148	H2AFY
cg01555431	AKAP12
cg01556075	MCEMP1
cg01557297	SLC22A17
cg01557667	PACSIN2
cg01557989	SLC24A3
cg01558777	C10orf99
cg01560871	C10orf27
cg01561916	HAAO
cg01564343	TREML1
cg01565918	GNAS
cg01566170	CAPN2
cg01566404	ETNK2
cg01567482	RGS14
cg01568335	COX5B
cg01568736	SERPINB7
cg01570086	ARID3B
cg01570769	PNRC1
cg01570885	FAM50B
cg01573562	RPH3A
cg01578324	CLIC1
cg01578341	RKHD3
cg01579216	NCF2
cg01580044	PHTF1
cg01580568	LAMB3
cg01580681	HAND2
cg01580888	RHPN2
cg01584473	MUC17
cg01585758	SUMO1
cg01587454	WDR21C
cg01589580	CTDP1
cg01593190	ADAMTS2
cg01593385	FGG
cg01593886	COL1A1
cg01594262	YIF1B
cg01594915	HNRPA3
cg01598046	TRAIP
cg01598642	HBG1
cg01599709	HBEGF
cg01600782	CALM2
cg01601573	GAB1
cg01602416	GCSH
cg01602430	WDR36
cg01603095	SLC2A13
cg01605517	AHCTF1
cg01605984	SURF5
cg01606998	PANX2
cg01610488	TRPA1
cg01612158	FCRL4
cg01614759	ZNF22
cg01615080	ACYP2
cg01615704	MALL
cg01617750	CMTM8
cg01618083	CRY2
cg01618304	C11orf54
cg01618851	CD209
cg01620308	PRNP
cg01620569	AK2
cg01620785	SLC5A6
cg01623187	FAM112A
cg01623438	CTSZ
cg01625242	GRP
cg01626197	GMPPB
cg01626227	TRIM4
cg01628253	HAX1
cg01630869	CDC42EP2
cg01632825	CLTCL1
cg01634119	GMPS
cg01635061	COL11A2
cg01636591	CCL8
cg01637734	CD5L
cg01639256	FLJ25084
cg01643284	DIP13B
cg01643580	KCNK3
cg01643624	C11orf16
cg01644850	ZNF551
cg01646665	TMEM79
cg01651364	FLJ23518
cg01651593	CDC20
cg01651821	LOC129531
cg01653110	VAMP4
cg01653445	BAI2
cg01654582	AADAT
cg01655123	PHLDB3
cg01655341	EXOSC5
cg01655355	SLC5A5
cg01656216	ZNF438
cg01656470	ZIM2
cg01656750	KATNB1
cg01656853	FUT2
cg01656955	NT5C1A
cg01657207	ZNF35
cg01657380	NPFF
cg01657408	FLJ31951
cg01657694	KLHL22
cg01663295	PACS1
cg01663469	C3orf15
cg01663570	DVL3
cg01663968	CTSZ
cg01664666	PLD5
cg01665633	NDNL2
cg01667384	FLT3LG
cg01667702	TRAPPC1
cg01668383	CSNK1A1L
cg01669948	KCNK16
cg01671575	PGBD5
cg01671881	C20orf71
cg01675895	AFM
cg01677098	TCEA1
cg01677177	ZBTB26
cg01678091	MAGEL2
cg01678321	SLC36A3
cg01678893	CALR
cg01679262	RANBP5
cg01680823	TCAP
cg01683883	CMTM2
cg01684901	C3orf40
cg01685739	SLC4A2
cg01687051	LUC7L
cg01687711	CBARA1
cg01692572	SIAHBP1
cg01692815	AP3B1
cg01693108	SRPK1
cg01693157	TUBA1
cg01693350	WT1
cg01697732	FAM20A
cg01699584	KCTD8
cg01704534	FLJ20273
cg01705458	CCDC34
cg01705587	SV2A
cg01708964	MYL7
cg01712016	HDAC11
cg01713938	IFNA13
cg01714932	PZP
cg01716083	ZNRD1
cg01717150	KCNK9
cg01717706	SOCS1
cg01718139	UNQ3033
cg01718365	AOF2
cg01720228	FLJ42461
cg01720520	LILRB1
cg01722450	C18orf20
cg01723464	MRFAP1
cg01723747	C16orf34
cg01724150	NMNAT3
cg01725199	GALNT12
cg01726767	LALBA
cg01726775	C1RL
cg01727899	GPATC2
cg01729862	MRPS34
cg01731341	FGF6
cg01731685	IL17R
cg01732037	TBX19
cg01733599	LIPC
cg01733783	HSPA5
cg01734338	KCNQ1
cg01737507	PPIC
cg01738359	RB1
cg01739167	CHRNE
cg01739965	VPS54
cg01745448	SCAMP3
cg01745510	CDKN1B
cg01745657	PLCXD2
cg01746088	SFRS7
cg01747191	C6orf182
cg01747665	IGFALS
cg01753375	DCTN1
cg01753595	COL5A1
cg01755369	ILF3
cg01756060	CDK6
cg01757745	C10orf93
cg01758870	MGC72075
cg01761409	RAB38
cg01762581	DKK4
cg01765461	TNFRSF11A
cg01765473	ATAD1
cg01765641	TBC1D5
cg01767116	FBXL22
cg01769037	JARID2
cg01770232	IL6
cg01770400	SERPINC1
cg01772980	SCGB1D1
cg01773061	LSM10
cg01773854	IGFBP6
cg01774645	ARHGAP30
cg01775265	RP11-49G10.8
cg01775414	PHF21B
cg01776246	COIL
cg01777397	RSNL2
cg01780107	DCC1
cg01780482	EPAS1
cg01782320	YME1L1
cg01782486	ZBTB7B
cg01782487	ERMAP
cg01783386	RFT1
cg01784199	DNAJB4
cg01785060	ZDHHC21
cg01785568	MSX1
cg01787047	RAD9A
cg01788438	HNRPR
cg01789267	SLC28A2
cg01791232	KREMEN1
cg01794711	CNDP2
cg01795122	EMP3
cg01795697	DDX5
cg01796223	CPA4
cg01796228	LIFR
cg01797043	RPL3L
cg01797527	BMP2
cg01798443	RPSA
cg01798589	STAC
cg01800843	ATM
cg01801174	UFC1
cg01802653	HERC3
cg01803059	SMAD1
cg01803238	BCL2
cg01803810	TSEN54
cg01804429	YTHDC1
cg01804844	SDCCAG33
cg01805282	EYA4
cg01805784	PRR7
cg01806808	PTK2
cg01808130	SLC35B3
cg01808508	PSMD6
cg01808706	ITPKA
cg01809579	HNRPK
cg01813334	EIF3S9
cg01816336	MINPP1
cg01817029	TRHDE
cg01817393	GNAS
cg01818492	ENPP1
cg01819863	EPC1
cg01820374	LAG3
cg01820777	MICAL-L2
cg01824804	LOX
cg01827098	GIMAP7
cg01830294	WNT2
cg01833398	TARBP2
cg01835489	KRT8
cg01836044	PCDH20
cg01837574	TRAPPC1
cg01837719	FUT9
cg01838317	GCH1
cg01839464	DCC
cg01840268	BTN3A1
cg01843018	C5
cg01846065	STAM2
cg01848594	C16orf61
cg01849789	ZC3H7B
cg01851208	C10orf58
cg01851399	PKP2
cg01852131	PPP1R10
cg01853981	KRT6IRS
cg01856985	ZNF384
cg01857260	SCRL
cg01858173	ROM1
cg01860753	RASSF5
cg01861509	SPOCK2
cg01862366	TMEM20
cg01866162	CTCF
cg01866521	EHD1
cg01868559	STRAP
cg01868782	HEY2
cg01869233	C20orf75
cg01870826	LOC389458
cg01872771	CXorf20
cg01873645	C9orf85
cg01875775	CHEK2
cg01876612	ZDHHC7
cg01879488	CD44
cg01880404	XRCC1
cg01880569	CDH13
cg01881255	SERTAD3
cg01882150	LRP16
cg01882179	SOCS2
cg01883521	HIPK1
cg01883966	STK19
cg01885635	ZNF621
cg01888411	ABTB2
cg01892528	TTLL1
cg01892689	PGCP
cg01892727	CRBN
cg01894895	ANXA1
cg01897036	SCTR
cg01899253	FLT1
cg01902747	CCDC7
cg01906055	BRRN1
cg01907837	RNF8
cg01909245	LSP1
cg01909378	ZNF645
cg01909487	JUN
cg01909833	BRD2
cg01909921	GFI1B
cg01910481	PLUNC
cg01914242	ATP2A3
cg01918706	UBE2T
cg01918888	RLF
cg01919488	ZNF638
cg01920232	RFX4
cg01920829	CDK5R2
cg01924619	B4GALT5
cg01924993	H2AFX
cg01928902	ZFP36L1
cg01929065	CD63
cg01929105	NMNAT1
cg01930621	ZNF649
cg01931893	TK2
cg01932459	CD164
cg01934790	FBXL16
cg01934797	GLIS2
cg01936124	ETF1
cg01936270	CYP1B1
cg01936555	SLC17A2
cg01938354	KIAA0423
cg01939443	RGSL1
cg01939479	KIAA1018
cg01939597	ETV6
cg01939681	GABRB2
cg01940867	TMEM8
cg01941619	MEP1B
cg01942127	CACNA1D
cg01943185	NMU
cg01944444	TUBB
cg01945391	RPL37
cg01946401	RUNX2
cg01946574	PTPRM
cg01947224	ZNF416
cg01951308	KIF3B
cg01954353	MGC7036
cg01956781	KIAA1838
cg01957330	SCAP2
cg01958189	DEFB125
cg01958916	SEMA6C
cg01959004	HYOU1
cg01959848	MED19
cg01961936	NXF3
cg01962086	TNK2
cg01962969	CBR1
cg01963696	ELA2
cg01965939	SH3TC2
cg01966105	MGC21830
cg01966465	RPIB9
cg01968178	REEP1
cg01968530	C18orf45
cg01969748	GPSM2
cg01979004	MGC24381
cg01980222	TREM2
cg01982455	RPS14
cg01982597	PGBD3
cg01982833	SURB7
cg01985090	HTF9C
cg01985396	DAAM2
cg01985852	RNF166
cg01986577	ARNTL2
cg01989224	NDN
cg01990225	LMAN2L
cg01990304	OPA3
cg01990334	FOXJ3
cg01991383	FOXRED1
cg01992081	MMD
cg01993411	C20orf67
cg01993576	SLC29A1
cg01994328	MAP3K8
cg01994513	BLM
cg01994779	ZNRF1
cg01998146	PSIP1
cg01998682	ZBTB2
cg01998785	AYTL1
cg01999333	CASP14
cg01999523	CLASP2
cg01999787	ALG5
cg02001410	MAP1B
cg02005336	FEN1
cg02005375	DDX18
cg02005755	SLC13A4
cg02007463	ITGA7
cg02007844	KCNJ8
cg02008154	TBX20
cg02008169	ZNF267
cg02008416	TMEM61
cg02009694	C9orf132
cg02010852	CRB2
cg02014107	DLX2
cg02016419	TEKT3
cg02017041	SCN1B
cg02017109	WDR41
cg02018101	SYNE2
cg02019333	UPK1B
cg02021817	RBL2
cg02022375	KRTAP1-1
cg02025407	C20orf155
cg02026235	RHBDL1
cg02027010	ALAD
cg02028524	ATXN3
cg02029926	CXCL1
cg02032115	IGSF8
cg02033116	GPATC1
cg02034222	DQX1
cg02037013	MC4R
cg02039171	CEBPE
cg02040734	C10orf95
cg02043070	ADSSL1
cg02043083	PCMT1
cg02044161	FNDC6
cg02044879	PLA2G12B
cg02045085	MPP5
cg02046017	LOC220070
cg02046340	ZNF313
cg02046532	DEFB129
cg02047577	UCKL1
cg02049180	INSRR
cg02053171	WBSCR16
cg02055483	NPAS4
cg02055963	CDX2
cg02056135	SP110
cg02057157	CNO
cg02058918	GABBR2
cg02059813	SMARCA3
cg02060698	FOXO3A
cg02060988	LASP1
cg02061229	MMP10
cg02062650	HCFC1R1
cg02064106	C6orf118
cg02064402	SLC6A18
cg02065387	GABRA1
cg02065795	KIAA0101
cg02068676	COBRA1
cg02071074	ATP7B
cg02071305	VPS18
cg02071439	FLJ36779
cg02075593	GSTA3
cg02077793	CARM1
cg02078356	TMEM39B
cg02082342	VSIG2
cg02082571	CLEC4A
cg02084087	TNFRSF25
cg02085507	TRIP10
cg02089348	TMEM129
cg02091100	GUCA1A
cg02094237	HIST4H4
cg02096520	FGF16
cg02096633	UNC13B
cg02096656	HSPC268
cg02097420	HRG
cg02097636	PAFAH1B3
cg02099418	CD28
cg02100629	AMID
cg02100828	PSME4
cg02100848	C3orf32
cg02101486	DLX5
cg02102644	AP1GBP1
cg02103294	SDCBP
cg02104644	SYT7
cg02105034	SMG7
cg02105377	MAGI1
cg02105856	PIGR
cg02111587	TACR1
cg02113971	FLJ20859
cg02114786	PTTG1IP
cg02115041	NPBWR1
cg02117021	OR2H1
cg02119229	BCDO2
cg02119982	CARD15
cg02121427	LRRC15
cg02121943	TBX3
cg02123547	PIM1
cg02124291	OR7A5
cg02125271	SNURF
cg02126424	CTRL
cg02126638	LRRC57
cg02126753	AEBP1
cg02128567	KCNK5
cg02130905	STMN4
cg02131399	LRP1
cg02131853	FLJ23235
cg02131967	ACE
cg02131995	HAMP
cg02136132	KCNK13
cg02141675	GALNT10
cg02142461	LYAR
cg02144298	CEBPA
cg02144933	AOX1
cg02147791	SAP18
cg02149446	C5AR1
cg02150709	PPIH
cg02150910	GZMH
cg02151301	HM13
cg02153528	OBFC2B
cg02153871	HARSL
cg02154074	HTRA2
cg02154186	PNMA2
cg02154956	PCCA
cg02157083	APOA5
cg02157306	ELMOD2
cg02159896	MPPE1
cg02160826	MRPS16
cg02161046	HIAT1
cg02161900	IRXL1
cg02162069	ZIM2
cg02162412	HMGCR
cg02162950	KIAA1008
cg02163937	FAM53B
cg02164046	SST
cg02164386	HIGD1B
cg02164442	ITGAD
cg02166313	PAPOLA
cg02166532	IGF2
cg02168291	CDH13
cg02169098	XRCC6
cg02169446	MYO9A
cg02170525	CD8A
cg02171008	RPL27A
cg02171545	SNRPN
cg02173484	GJA5
cg02175035	RAB40B
cg02175308	SORT1
cg02178774	MEF2B
cg02178898	MTRF1
cg02181494	ARSA
cg02181506	SERPINA1
cg02182354	NEUROG2
cg02184413	VNN1
cg02186298	DPF2
cg02186948	COMMD9
cg02186966	BET1
cg02187357	TBC1D22B
cg02189785	CLIC3
cg02192520	RDH5
cg02192965	SLC3A1
cg02194211	FAM3D
cg02196730	MTHFS
cg02196805	CSF2
cg02197293	FBXO27
cg02198044	NEDD4
cg02198582	TSC2
cg02200584	PDGFC
cg02201963	TNFSF5IP1
cg02204046	MYCN
cg02205739	PRRX2
cg02206259	C1orf198
cg02207610	PPP1R12C
cg02210123	RHOJ
cg02210887	GUCY1A3
cg02212280	MMP1
cg02212737	EXOC7
cg02212836	LY86
cg02213716	PHGDHL1
cg02214188	BDH2
cg02215538	MASK-BP3
cg02216250	OCLN
cg02217159	KHDRBS2
cg02217814	LOC93343
cg02218214	ANGPTL3
cg02218260	GRM2
cg02218324	RSHL1
cg02224164	ARHGAP9
cg02224920	B3GALT6
cg02225847	FAM65A
cg02226697	SQLE
cg02226871	VPS28
cg02226939	BLMH
cg02228185	ASPA
cg02229516	TRMT1
cg02229946	IL1F7
cg02233558	SLC12A2
cg02233559	LOC283537
cg02237119	WBSCR27
cg02237186	RRM2
cg02238504	ZNF423
cg02238747	KIAA0690
cg02238826	B3GNT5
cg02239021	MRPL37
cg02239082	PSCD2
cg02240226	GLB1L
cg02240622	PLCB2
cg02241586	PIP5K3
cg02244695	HCA112
cg02245378	FLJ32447
cg02245418	ZNF364
cg02246968	PHGDHL1
cg02247582	ZNF512
cg02250594	ONECUT2
cg02250787	HTR2A
cg02250992	SCARB1
cg02251134	DOCK2
cg02252907	AP3D1
cg02252918	ZNF664
cg02254407	PLEKHB1
cg02254461	AXUD1
cg02255004	GDEP
cg02255609	TTC4
cg02255732	FLJ46154
cg02257405	ACSL6
cg02257681	DDAH2
cg02259997	FGF9
cg02260587	PCDHB2
cg02261346	MPPED1
cg02268424	ZNF136
cg02269221	TRAF4
cg02271621	DUSP8
cg02273078	USP14
cg02273392	SERPINE1
cg02273788	PLXNB3
cg02275294	SOAT1
cg02275359	ZNF146
cg02275830	ZADH1
cg02275989	SMPDL3A
cg02276665	CTNNA1
cg02276686	PSMC1
cg02276793	TLOC1
cg02277509	TIMM9
cg02278071	DUSP18
cg02278165	COX7A2L
cg02279071	MLH1
cg02280309	PKLR
cg02282237	PRKCH
cg02283643	SULF1
cg02284889	PPME1
cg02285477	MGC9850
cg02286642	ZNF254
cg02286990	CCDC28B
cg02290509	TBL2
cg02292024	TIMM10
cg02293044	GAS2L1
cg02296128	GTF2F2
cg02298570	ZNF555
cg02298612	CHST6
cg02299279	UBL7
cg02300906	FANCF
cg02301815	KIAA1267
cg02303361	AP2S1
cg02304930	SERTAD4
cg02305261	KCNG1
cg02305723	SNRPN
cg02307482	C12orf60
cg02309273	INPP5B
cg02309431	BPIL3
cg02309594	HCRTR1
cg02310296	MMP9
cg02311163	SEMG2
cg02312170	BRWD2
cg02312751	TSSC4
cg02316718	UBC
cg02317742	ATOH8
cg02317907	DIRAS3
cg02318426	NFKBIA
cg02318535	PPM1E
cg02321871	RCBTB1
cg02322621	ZBTB9
cg02322989	LRP1B
cg02323334	PRDM10
cg02324920	NEURL
cg02326931	ALG5
cg02327719	C1orf135
cg02329886	HDC
cg02330106	MGMT
cg02331561	ABCA3
cg02332073	TSGA13
cg02332492	C8G
cg02332525	GRM7
cg02332537	RTP3
cg02334775	ISG20
cg02335441	ASTE1
cg02335804	TCF2
cg02336128	DCK
cg02337166	NR1D1
cg02342494	MGC50559
cg02344078	STK4
cg02344238	FKSG44
cg02345317	NLGN3
cg02347487	NALP14
cg02351381	C12orf34
cg02352653	SMAD5
cg02357714	DOK3
cg02357725	IMP3
cg02358761	STK17B
cg02358804	ZNF146
cg02360616	C1orf24
cg02360776	ZBTB3
cg02360836	SMARCD2
cg02361363	ST3GAL3
cg02361557	NTNG1
cg02364038	PTBP1
cg02364642	GEFT
cg02366059	C18orf45
cg02367472	SLU7
cg02372712	ZNF467
cg02374486	PRF1
cg02376163	FBXO38
cg02376703	EPHA1
cg02381948	MGMT
cg02382666	CALD1
cg02385474	PCNXL2
cg02385791	ZNF570
cg02387613	TOPBP1
cg02387679	IQGAP2
cg02387854	ANAPC11
cg02388150	SFRP1
cg02391387	IMMP2L
cg02393447	C15orf20
cg02397514	HES4
cg02397720	RAB17
cg02398725	ZF
cg02399449	CLDN12
cg02399455	SRI
cg02400248	CDKN2B
cg02401149	CRYBB3
cg02401978	FLJ31413
cg02403232	GOLGA3
cg02404636	SFI1
cg02404843	KIAA1893
cg02407785	PCDH9
cg02409351	CART1
cg02412050	MAPK14
cg02413850	SLC35C2
cg02415431	IGLL1
cg02416716	ZNF215
cg02417408	PPM1M
cg02420102	MGC33948
cg02421543	DR1
cg02422627	THRAP6
cg02422694	HOXB4
cg02423618	SPATA8
cg02425732	RRBP1
cg02426410	AASDH
cg02428100	KEAP1
cg02430692	PEX5L
cg02431687	C9orf90
cg02431964	MARCO
cg02433671	RGL3
cg02433905	ATP6V1A
cg02436686	GMFG
cg02437376	VDAC2
cg02440177	ZNF702
cg02441647	COL8A1
cg02443089	RPS29
cg02447314	POLI
cg02449608	C19orf18
cg02449978	CDC25A
cg02450959	THAP1
cg02451362	MAFG
cg02451670	DTL
cg02452985	BCL11B
cg02453591	FARSLB
cg02453653	KIAA1698
cg02456292	FLJ90805
cg02457752	CDR1
cg02460120	USP15
cg02460349	RRBP1
cg02470959	SFRS8
cg02471507	CHMP4C
cg02473123	CD7
cg02477931	C11orf39
cg02479196	39879
cg02479575	C19orf30
cg02480835	NUPL2
cg02486845	C6orf166
cg02488871	VIL1
cg02489552	FLJ40365
cg02490034	MEST
cg02491878	ATP6V0A4
cg02493771	KRTAP13-2
cg02494117	DNM1
cg02496295	ADD1
cg02497175	NLK
cg02497428	IGSF6
cg02497700	ZNF238
cg02497758	MAFB
cg02498063	CCDC60
cg02500392	PBOV1
cg02501779	CBLN4
cg02501984	POLE
cg02502132	LRP8
cg02503850	ADAMTS14
cg02503970	ST3GAL1
cg02504465	SNX3
cg02505409	ANGPTL4
cg02505689	DBF4B
cg02506426	AQP11
cg02506908	HPD
cg02507175	PKNOX1
cg02508567	TCF7L1
cg02510853	PKMYT1
cg02511532	TAF2
cg02512226	ARMC4
cg02512860	CLDN15
cg02513045	C21orf2
cg02515422	TLR4
cg02515725	PDLIM3
cg02516189	CARD9
cg02516388	FLJ20920
cg02517489	UBE3A
cg02518671	SIRT6
cg02519218	CHFR
cg02519806	SYNPO2
cg02525396	TOMM40L
cg02525756	RAB42
cg02527529	C17orf53
cg02528468	ATP11B
cg02533173	BRD4
cg02533993	WDR4
cg02537838	C20orf151
cg02537909	COBLL1
cg02539714	RHOF
cg02543879	VPS36
cg02545106	KM-HN-1
cg02545192	TERT
cg02546521	ULK1
cg02547138	RCE1
cg02547439	ELMO2
cg02548238	LOX
cg02549418	MBNL3
cg02549910	FLJ13946
cg02550200	DERL2
cg02550358	PIGL
cg02551396	JPH2
cg02552572	MT4
cg02552945	C5
cg02553486	CORIN
cg02554564	NTF3
cg02554810	SNX15
cg02555579	SLC25A18
cg02556718	SEZ6L2
cg02558133	PKN2
cg02564061	C12orf25
cg02564733	ADAMTS15
cg02566518	FUT11
cg02567144	EFHC1
cg02569086	ITPR2
cg02569333	SGK3
cg02569613	C10orf72
cg02571905	TMEM107
cg02575859	RPS4X
cg02577849	ADAMTS6
cg02579133	KRTAP10-8
cg02579736	FANCD2
cg02580606	KRTHA3B
cg02581667	ECH1
cg02582608	ALCAM
cg02584520	STAU2
cg02586730	EFEMP2
cg02588309	OSRF
cg02589695	RASSF5
cg02590345	PRG-3
cg02592124	SUMO1
cg02593766	EPN3
cg02595219	KCNE3
cg02595263	MRPS28
cg02597269	MON1B
cg02599225	C10orf57
cg02599464	HIST1H4I
cg02600394	TXK
cg02600430	ZIC5
cg02600515	ZBTB3
cg02602411	PPP3R2
cg02602864	MAP2K6
cg02603366	RPS21
cg02603784	TMEM113
cg02604290	CYP24A1
cg02605634	WFDC10A
cg02608019	SYK
cg02608292	RPL28
cg02609749	ZNF276
cg02611419	KCNK17
cg02611863	L3MBTL
cg02612026	CASP9
cg02613803	TMPRSS2
cg02614187	TRIM45
cg02615157	PIN1
cg02616808	UNC5A
cg02617361	FNTA
cg02620013	MLNR
cg02620228	RAB9A
cg02620470	EXT2
cg02620769	CCDC65
cg02622316	ZNF96
cg02624129	SNX19
cg02626929	PAQR4
cg02626977	CDKN3
cg02628202	LGMN
cg02629312	C7orf9
cg02629761	PTPN21
cg02630105	PRKCD
cg02630122	HTF9C
cg02630207	FLJ10379
cg02630694	C10orf7
cg02630888	FBXL5
cg02631622	SIAH1
cg02631906	PRDX1
cg02631957	CSNK1G3
cg02633817	FXYD3
cg02633838	MRPS5
cg02635407	SH3TC1
cg02635865	RAB22A
cg02639007	CCDC41
cg02640558	PPP3CC
cg02641095	LSM11
cg02641560	DSCR1L2
cg02641676	SLC20A2
cg02644301	GPSN2
cg02646854	C11orf2
cg02647545	FLJ90652
cg02648999	TGFBRAP1
cg02655623	HSA277841
cg02656594	IL21R
cg02657360	H19
cg02657438	STON2
cg02658214	SDR-O
cg02659086	GSTP1
cg02659232	PUS3
cg02661879	FLNC
cg02664205	PDE7B
cg02665570	LYPLAL1
cg02668581	DSU
cg02668729	CTPS
cg02668984	PDK2
cg02671171	RPH3AL
cg02671806	CLPX
cg02672220	SIM2
cg02672493	TMEM22
cg02674804	REEP6
cg02675652	C12orf22
cg02675896	LOC90355
cg02676865	UBTD1
cg02679745	FUT7
cg02681442	FOXG1B
cg02682905	FLJ38288
cg02683985	PDGFA
cg02686662	PPAP2C
cg02686769	TCP11L2
cg02688643	MGST2
cg02689825	PCNA
cg02691091	SP2
cg02692952	TRAF6
cg02699167	FBXL2
cg02699645	UBE2G2
cg02702510	39880
cg02704907	HIST1H2BK
cg02705666	GTF2B
cg02706575	CCL13
cg02709261	TOR3A
cg02710105	MAP4K3
cg02710161	TFDP2
cg02712165	C17orf76
cg02712845	DPAGT1
cg02712878	FAIM
cg02713563	TRAPPC6A
cg02715115	LOC90826
cg02715140	CFL1
cg02717046	GPR133
cg02717570	ANKRD13B
cg02717866	FLJ32771
cg02718531	LOC114984
cg02718725	CNN3
cg02719245	DICER1
cg02719634	SLC22A18AS
cg02720618	ESR1
cg02723372	RUNX3
cg02723533	CCND1
cg02724472	LRRC17
cg02725014	HOMER1
cg02727285	RELB
cg02727423	EML1
cg02729303	FLJ20152
cg02729352	ZNF432
cg02729506	HSPG2
cg02732134	DNMBP
cg02732509	CTDSP2
cg02733650	XTP3TPA
cg02735071	EIF3S3
cg02735133	DCTN5
cg02735486	ANK2
cg02737335	ARHGEF16
cg02738086	POLR3H
cg02738763	TARSL2
cg02740128	DLG4
cg02740947	RAD51L3
cg02741177	PROL1
cg02741249	GGA2
cg02741744	ACTR6
cg02742971	OSR1
cg02744459	RECQL
cg02748539	SLC9A3
cg02749825	COMTD1
cg02750754	MGC4093
cg02751839	GPR37L1
cg02755455	JAK1
cg02755525	NETO2
cg02756614	FER1L3
cg02756698	KRT12
cg02756845	MAPK8IP2
cg02757432	GPR26
cg02760007	SRF
cg02762689	GUCA1B
cg02763671	RANBP1
cg02764611	MGC19604
cg02764897	KRTAP13-1
cg02765045	PCBP2
cg02765328	CCND2
cg02765820	C3orf22
cg02770814	C5orf5
cg02772367	NUP160
cg02774160	GGT1
cg02774439	HAND2
cg02774963	KEL
cg02775617	ARHGAP12
cg02780295	PCDHGC3
cg02780988	KRTHA6
cg02782630	FLJ13614
cg02784848	FLJ22688
cg02784874	KRT9
cg02786019	TRPV6
cg02786378	SLC7A2
cg02787991	SECTM1
cg02788090	SOX9
cg02788102	IGSF4
cg02789485	MGC39497
cg02790471	SCML4
cg02792677	MRPL4
cg02793099	ZIM2
cg02794695	SLA
cg02795624	MIZF
cg02797569	PCOLCE
cg02798801	G10
cg02799466	FLJ20701
cg02800334	ANXA13
cg02801485	ALS2CR2
cg02801598	PDP2
cg02802055	USP20
cg02805028	MGC18079
cg02806093	RAB2B
cg02806658	C12orf48
cg02807948	IGF2
cg02809263	LRRC40
cg02810134	TNNC2
cg02810773	ITPA
cg02811755	AKAP10
cg02812142	ACMSD
cg02813021	ZMYND11
cg02813121	S100A12
cg02813863	APOLD1
cg02815516	ANKRD25
cg02822723	TRIP13
cg02823866	CD274
cg02827112	SMARCAD1
cg02827328	TRIM14
cg02828104	Kua
cg02830467	MYCT1
cg02831294	CALML3
cg02831393	PAFAH1B2
cg02831604	ISL2
cg02832245	EXOSC9
cg02833180	PLCL1
cg02833725	ISG20L2
cg02836529	NEUROD1
cg02838492	KIF12
cg02838877	MBNL2
cg02840794	HPS6
cg02841933	NRF1
cg02844051	ZD52F10
cg02844545	GCM2
cg02844629	ARV1
cg02847216	CTAGE1
cg02848777	TLL2
cg02849695	CCDC19
cg02850821	KRAS
cg02854090	HIST1H2AA
cg02854288	FHIT
cg02856727	GH2
cg02859934	NAGPA
cg02860342	HCN4
cg02860543	IGF2BP3
cg02861781	GJB2
cg02862153	CUTL1
cg02862362	ARG1
cg02862835	MMAB
cg02863237	RBM17
cg02863842	PVRL2
cg02863947	NR1I2
